"<ID>";"ATPD_00101";"GTIN achat";"ATPDA_72101260";"ATPD_200133"
"AUCH_ACHA_108843185";"A0220130326000367627";"3384123092706";"";"GRATTE-EPONGE SECRET D'ANTAN X2"
"AUCH_ACHA_108847275";"A0220140306000629230";"3384123096001";"";"Gratte eponge performance X3"
"AUCH_ACHA_108848621";"A0220140620000606057";"4084500288119";"";"Mr. Propre Gomme Magique Original Nettoie Comme Par Magie 3 Unités"
"AUCH_ACHA_108858285";"A0220160223000236237";"3596710415304";"";"AUCHAN BOITE CIRAGE CREME 75 ML"
"AUCH_ACHA_108866904";"A0220170130000213346";"4023103194113";"";"KIT TURBO"
"AUCH_ACHA_108895910";"A0220190111000076775";"5000204060393";"";"KIWI Wax Rich Shine & Nourish Cream Tube, Incolore, 75 ml"
"AUCH_ACHA_108903784";"A0220190528000571543";"3384127000776";"";"12 lavettes microfibre multi usages -<gt/> Dim : 30x30 cm -<gt/> Lavables en machine à 60°c"
"AUCH_ACHA_108903780";"A0220190528000599596";"5000204105407";"";"GLADE DESIGN BOUGIE LONGUE DUREE ROMANTIC VANILLA BLOSSOM"
"AUCH_ACHA_108921728";"A0219990729000061242";"3011261040107";"";"CARREPONGE x5"
"AUCH_ACHA_129253343";"P0200000000106K";"3665257039080"
"AUCH_ACHA_137200719";"P0200000000157A";"5000204227222";"";"Glade® Aromathérapie - Bâtonnets - MOMENT OF ZEN Lavande & Bois de Santal"
"AUCH_ACHA_104775726";"A0220171122000637121";"8718951201934"
"AUCH_ACHA_104776235";"P02000000000M3J";"8718951321793"
"AUCH_ACHA_104775776";"A0220180619000360448";"8717163634417";"Cosmebio;Cosmebio - Cosmos Organic";"Déodorant Femme Brume"
"AUCH_ACHA_105648651";"P02000000000OE0";"3178041344142"
"AUCH_ACHA_105851709";"A0220181030000906531";"3058325958237";"";"Narta Magnésium Protect Déodorant Compressé Homme 48h L2x100ML 200 ml"
"AUCH_ACHA_106125576";"A0220180618000694112";"3058325926052"
"AUCH_ACHA_107022095";"A0220050914000184031";"3179630005291";"";"150ML XILON DEODORANT HOMME FRAICHEUR"
"AUCH_ACHA_107966461";"A0220150909000062722";"3600523177653"
"AUCH_ACHA_108812667";"P02000000000BCM";"3178040680548"
"AUCH_ACHA_108821848";"P02000000000M3K";"8718951321762"
"AUCH_ACHA_108823270";"P02000000000NGD";"4005900757920"
"AUCH_ACHA_108835153";"A0220110111000471888";"3014230022401";"";"Déodorant Homme Spray Antibactérien"
"AUCH_ACHA_108835584";"A0220110207000524189";"8711600410367";"";"Déodorant "
"AUCH_ACHA_108836028";"A0220110413000471605";"8711600462731";"";"Déodorant Femme Spray Anti Transpirant"
"AUCH_ACHA_108838429";"A0220120130000445342";"3600522108108"
"AUCH_ACHA_108843382";"A0220130403000449653";"3178040686755";"";"Diadermine Dissolvant 125 ml"
"AUCH_ACHA_108845485";"A0220131008000482327";"0000096080900";"";"Déodorant Femme Spray Antibactérien"
"AUCH_ACHA_108847568";"A0220140402000444040";"8712561252485";"";"Déodorant Homme Spray"
"AUCH_ACHA_108853964";"A0220150521000766458";"3600550752090";"";"Cadum Micro - Talc Déodorant Atomiseur Fraîcheur Coton 24h 200 ml"
"AUCH_ACHA_108856124";"A0220151110000050513";"3600550809336"
"AUCH_ACHA_108855983";"A0220151022000123398";"3600550816839";"";"Cadum Micro - Talc Déodorant Atomiseur Hydratant 24h 200 ml"
"AUCH_ACHA_108856110";"A0220151110000107770";"3600550809312"
"AUCH_ACHA_108857501";"A0220160126000064910";"3178041315081"
"AUCH_ACHA_108865848";"A0220161226000872866";"8718951133464"
"AUCH_ACHA_108871568";"A0220170707000472987";"3245678622957";"";"COSMIA mousse coiffante boucles pour cheveux bouclés & ondulés  250 ml"
"AUCH_ACHA_108871673";"A0220170710000425259";"3245678622841";"";"COSMIA laque à la provitamine B5 et vitamine PP  force & brillance   300ml"
"AUCH_ACHA_108884724";"A0220180430000671244";"3600550964684"
"AUCH_ACHA_108884725";"A0220180430000647495";"3600550964707"
"AUCH_ACHA_108890861";"A0220180731000781197";"3245678693315";"";"COSMIA mousse coiffante volume  pour cheveux fins & sans volume 250 ml"
"AUCH_ACHA_108922701";"A0219980814000529229";"3017566800996";"";"Dissolvant express"
"AUCH_ACHA_125952292";"P02000000000Z5K";"8720181077685";"";"DEO AEROSOL"
"AUCH_ACHA_126453603";"P02000000000ZBH";"8720181075469";"";"DEO AEROSOL"
"AUCH_ACHA_126453606";"P02000000000ZBX";"8720181077661";"";"DEO AEROSOL"
"AUCH_ACHA_130749591";"P020000000010WY";"8720181092480";"";"DEO AEROSOL"
"AUCH_ACHA_139802806";"P020000000016V4";"8718951436336"
"AUCH_ACHA_104426748";"A0220160204000517041";"7702018404735";"";"Gillette Series Peaux Sensibles Gel À Raser Pour Homme 200 ml"
"AUCH_ACHA_104426848";"A0220181023000219541";"3517360017755";"Cosmebio;1% pour la planète;Cosmebio - Cosmos Organic;AB Agriculture biologique";"Shampoing micellaire extra doux, hypoallergénique"
"AUCH_ACHA_104426808";"A0220180723000444541";"7702018457748";"";"Gillette Series Cool Peaux Sensibles Gel À Raser Homme 200 ml"
"AUCH_ACHA_104508803";"A0220091218000589532";"7702018015689";"";"Gillette Satin Care Aloe Vera Whirl Sensitive Gel À Raser 200 ml"
"AUCH_ACHA_104760141";"P02000000000CV5";"3178041324854";"Triman;Point vert";"Dentifrice"
"AUCH_ACHA_104760142";"P02000000000CV9";"3178041324847"
"AUCH_ACHA_104775700";"A0220170516000573983";"8718951153165"
"AUCH_ACHA_104775730";"A0220180117000550110";"3614224874407"
"AUCH_ACHA_104776173";"P02000000000GBS";"3286010057259";"";"XX"
"AUCH_ACHA_104776242";"P02000000000O1C";"8001841708805";"";"Pampers Harmonie Coco Lingettes Pour Bébé 3 Paquets = 126 Lingettes"
"AUCH_ACHA_104775418";"A0220121109000065459";"8714789842349"
"AUCH_ACHA_104776063";"P02000000000ESD";"8718951284395"
"AUCH_ACHA_104776802";"A0220020926000088902";"0000040883069";"";"Gel Douche Homme 3en1"
"AUCH_ACHA_104863467";"A0220141217000363169";"3600541603004";"";"Garnier AMBRE SOLAIRE SENSITIVE EXPERT+ Brume protectrice toucher sec FPS50+ 200 ml"
"AUCH_ACHA_104862527";"A0220130220000793096";"4250587739084"
"AUCH_ACHA_104900309";"P02000000000VFX";"3574661574370"
"AUCH_ACHA_104900625";"A0220040623000527772";"3140100143096"
"AUCH_ACHA_104972086";"A0220080410000796386";"4005808185252";"Point vert";"-"
"AUCH_ACHA_104974995";"A0220150610000593062";"4005900105202";"Point vert";"-"
"AUCH_ACHA_104980507";"A0220181017000142182";"4005900598523";"Point vert"
"AUCH_ACHA_104982245";"A0220190116000485550";"4005900635822";"Point vert"
"AUCH_ACHA_104992894";"A0219940825000074176";"3153714343400";"";"Eau aromatisée de Roses Christian LENART 200 mL"
"AUCH_ACHA_105119152";"A0219900101000077886";"3050070007482"
"AUCH_ACHA_105140709";"A0220171113000724943";"3178041332064"
"AUCH_ACHA_105140719";"A0220160913000245151";"3178040681941";"";"Coloration Permanente"
"AUCH_ACHA_105140471";"A0220040621000507552";"3178040567368"
"AUCH_ACHA_105140473";"A0220040621000507526";"3178040567320"
"AUCH_ACHA_105572906";"P02000000000V9J";"3331849018497"
"AUCH_ACHA_105570453";"A0220071001000464626";"3600530121007"
"AUCH_ACHA_105570464";"A0220161219000594869";"0000030143265"
"AUCH_ACHA_105592549";"P02000000000NGU";"3574661491721"
"AUCH_ACHA_105592634";"P02000000000KQT";"3760207117297";"1% pour la planète;crueltyfreeandvegan;No Forest Stewardship Council";"DEODORANT 24H - FLEUR DE TIARE & ALOE VERA BIO"
"AUCH_ACHA_105835731";"A0220171115000581945";"8001090653765";"";"Oral-B 3D White Whitening Therapy Dentifrice 2 x 75 ml, Protection Émail"
"AUCH_ACHA_105828294";"P02000000000M95";"0000042397670"
"AUCH_ACHA_105828373";"P02000000000VR9";"3600542374118"
"AUCH_ACHA_105835715";"A0220130315000788274";"4005808801497"
"AUCH_ACHA_105954016";"A0220160921000118370";"3600523387427";"";"L'Oréal Paris Colorista Kit de décoloration Bleach - Blond Platine"
"AUCH_ACHA_105982865";"P02000000000M8O";"4005900744562"
"AUCH_ACHA_106125457";"A0220170823000267884";"3600550937459"
"AUCH_ACHA_106125535";"A0220180320000154154";"3600542166133";"Point vert";"Garnier Ultra Doux Lait d'Amande Nourricier Après-Shampooing Lait d'Amande Nourricier 200 ml"
"AUCH_ACHA_106125460";"A0220170804000128027";"3600550937442"
"AUCH_ACHA_106125599";"A0220180806000253136";"3574661404028"
"AUCH_ACHA_106125601";"A0220180821000159748";"3574661397696"
"AUCH_ACHA_106125304";"A0220121026000667821";"3600541288560";"Point vert";"Garnier Ultra Doux Merveilleux Shampooing Merveilleux Huiles d'Argan et Camélia 250 ml"
"AUCH_ACHA_106130564";"A0219970326000062871";"3178048242564";"Point vert;Triman";"Dentifrice et Bain De Bouche"
"AUCH_ACHA_106130470";"A0220110518000793833";"3178040681828";"Point vert";"Dentifrice et Bain De Douche"
"AUCH_ACHA_106593972";"P02000000000NCW";"3600523937813"
"AUCH_ACHA_106593965";"P02000000000NAG";"3600523925063";"";"L'Oréal Paris Elseve Liss-Intense Après-Shampoing Démêlant Lissant Anti-Frizz enrichi en Huile d'Argan 240 ml"
"AUCH_ACHA_106593975";"P02000000000NCF";"3600523925858"
"AUCH_ACHA_106593996";"P02000000000P2Z";"3054089402474"
"AUCH_ACHA_106594027";"A0220181126000074871";"3600523709625";"";"L'Oréal Paris Elseve Rapid Restore Dream Long Après-shampooing intensif Rapid Restore enrichi en Huile de Ricin pour Cheveux Longs 180 ml"
"AUCH_ACHA_106594026";"A0220190328000710819";"3600523755721"
"AUCH_ACHA_106594023";"A0220181126000543421";"3600523682676"
"AUCH_ACHA_106594024";"A0220190328000420590";"3600523755714"
"AUCH_ACHA_106617069";"P02000000000MR5";"3245678152614";"";"COSMIA - masque nutritif technique repair +     - aux proteines de blé  - cheveux secs ou abimés - 300ml"""
"AUCH_ACHA_106870887";"A0220100910000579603";"3252819082051";"";"Recharge lingettes sensitive pour bébé à l'aloé vera x80"
"AUCH_ACHA_107032755";"A0220180627000734817";"3245678704431";"";"COSMIA BABY LAIT DE TOILETTE FLACON 750ML"
"AUCH_ACHA_107687481";"A0220151008000475512";"3160920965593";"";"INTIMY COUPE MENSTRUELLE BECUP TAILLE 2"
"AUCH_ACHA_107687699";"A0220180103000316913";"3600550949261"
"AUCH_ACHA_107703651";"A0220190215000354548";"3178041340557"
"AUCH_ACHA_107823703";"A0220181121000109784";"8001841041421";"";"Pampers Sensitive Lingettes Bébé 1 Paquet = 80 Lingettes"
"AUCH_ACHA_107823705";"A0220181121000498734";"8001841077864";"No eco-label";"Pampers Fresh Clean Lingettes Bébé 3 Paquets = 156 Lingettes"
"AUCH_ACHA_107823694";"A0220180503000411936";"8001090934444";"";"Pampers Aqua Harmonie Lingettes Pour Bébé 1 Packs = 48 Lingettes"
"AUCH_ACHA_107965723";"P02000000000IR5";"3760207117341";"";"Gel douche Coco et Beurre de Karité BIO"
"AUCH_ACHA_107966380";"A0220120918000997833";"3058325398347"
"AUCH_ACHA_107966617";"A0220170804000072376";"3600550937435"
"AUCH_ACHA_107966829";"A0220190320000628392";"3600550546040"
"AUCH_ACHA_107966743";"A0220170823000784188";"3600550937374"
"AUCH_ACHA_107970474";"P02000000000IFQ";"3254381049029";"";"ATOMISEUR D'EAU DE SOURCE CRISTALINE 400 ML + 100 ML OFFERT"
"AUCH_ACHA_107972311";"A0219900101000078518";"3140102040034"
"AUCH_ACHA_107972284";"A0220181221000764125";"3140100363975";"";"KRN NATURANOVE 4 CH F"
"AUCH_ACHA_107987377";"A0220190114000912151";"4059729195265"
"AUCH_ACHA_107993341";"A0220131106000079595";"0000096082508";"";"Pâte Coiffante"
"AUCH_ACHA_107993915";"P02000000000PDB";"8710522682456";"";"SHAMPOOING"
"AUCH_ACHA_108001237";"A0220140926000361575";"3600550560138";"Origine Française Garantie;Point vert";"Dop Douceurs de nos Régions Gel Douche au Lait d'Amande Douce de Provence 250 ml"
"AUCH_ACHA_108171993";"A0220140305000823278";"3450270015797"
"AUCH_ACHA_108172950";"A0220151119000433324";"3450270016350"
"AUCH_ACHA_108171996";"A0220140314000454214";"3450270016060";"";"MONSIEUR D EPILATEUR A DISQUES + 5 disques recharges"
"AUCH_ACHA_108180162";"A0220181206000721458";"3450270381731"
"AUCH_ACHA_108193350";"A0219951212000073349";"3068328018104"
"AUCH_ACHA_108193351";"A0219951212000073276";"3068328018005";"";"Brumisateur® evian® 150ml"
"AUCH_ACHA_108450704";"A0220190319000695356";"3468080408227";"Ecocert"
"AUCH_ACHA_108508539";"A0220181029000278832";"8710522431160";"";"Gel Douche"
"AUCH_ACHA_108509078";"A0220140829000501008";"3600541599062";"Triman";"Garnier Ultra Doux Avocat et Beurre de Karité Shampooing à l'Huile d'Avocat et Beurre de Karite 250 ml"
"AUCH_ACHA_108509271";"P02000000000D8V";"3215660072381";"";"Garnier Ultra Doux Lait D'Amande Nourricier Shampoing Nourricier au Lait d'Amande Nourricier pour cheveux déshydratés 1500 ml"
"AUCH_ACHA_108507592";"A0220070308000579593";"3059944021302";"";"."
"AUCH_ACHA_108737769";"A0220181001000363670";"3054089336373"
"AUCH_ACHA_108738072";"A0220150402000444512";"3286010022110";"";"XXX"
"AUCH_ACHA_108738161";"P02000000000TWA";"3574661578255"
"AUCH_ACHA_108738166";"P02000000000VLI";"3574661574615"
"AUCH_ACHA_108739147";"A0220181120000069701";"3517360017410";"";"Shampooing cheveux hydratés, coco & acide hyaluronique"
"AUCH_ACHA_108738842";"A0220190319000065602";"3760001762518";"Ecocert";"CARRYBOO - Lait de Toilette - 500ml"
"AUCH_ACHA_108809645";"P02000000000IU9";"3178041344272"
"AUCH_ACHA_108810035";"A0220180301000790768";"3450601028939";"";"L'Arbre Vert Bien-être Shampooing Douceur aux extraits de Fleurs de Coton et de Litchi Cheveux normaux - Hypoallergénique - 95% d'ingrédients d'origine naturelle - 250mL"
"AUCH_ACHA_108813180";"P02000000000BWL";"8717163738535";"";"Dentifrice Blancheur Instantanée"
"AUCH_ACHA_108813992";"P02000000000CX9";"8001841504261";"";"Aussie 3MM Hydrate, Soin Intensif, Pour Cheveux Secs, Á L'Huile De Macadamia, 250ml"
"AUCH_ACHA_108814521";"P02000000000DQF";"3245678691489";"Ecocert;AB Agriculture biologique";"COSMIA Baby BIO COSMOS - lingettes nettoyantes  - 100% coton biologique  X64"
"AUCH_ACHA_108814542";"P02000000000DQQ";"3245678041291";"Ecocert;AB Agriculture biologique";"COSMIA B COSMOS OLEO-LIMESTONE LINIMENT 200ML"
"AUCH_ACHA_108814890";"P02000000000E8J";"3574661549699"
"AUCH_ACHA_108814808";"P02000000000DY4";"3245678042182";"Ecocert;AB Agriculture biologique";"COSMIA GEL DOUCHE RELAXANT BIO A L'HUILE D'OLIVE 250ML"
"AUCH_ACHA_108816504";"P02000000000G0G";"5054563077080";"";"Dentifrice pour dents sensibles SENSODYNE Bi-Pack Soin Blancheur 24h 2x75ml"
"AUCH_ACHA_108816881";"P02000000000GLN";"3600550972368";"Cosmebio;Ecocert;Cosmebio - Cosmos Organic";"La Provençale Bio  Le Déodorant Douceur Senteur Fleurs de Grasse 50 ml"
"AUCH_ACHA_108816316";"P02000000000FLX";"3574661537436"
"AUCH_ACHA_108816822";"P02000000000GFH";"3245678152553"
"AUCH_ACHA_108819420";"P02000000000IVE";"3160920961113";"Emballage à jeter à la poubelle";"Intimy, protège lingerie 1 unité"
"AUCH_ACHA_108819434";"P02000000000IVP";"5060144647405";"";"Bulldog Gel Douche Citron & Bergamote 500ml"
"AUCH_ACHA_108821864";"P02000000000M3H";"8718951321403"
"AUCH_ACHA_108822419";"P02000000000MLH";"3574661574608"
"AUCH_ACHA_108821859";"P02000000000M3F";"8718951320116";"";"SNX DCH ZERO PEAUX SECHES 250ML"
"AUCH_ACHA_108822410";"P02000000000MLI";"3574661574752"
"AUCH_ACHA_108823429";"P02000000000NJB";"7702018556403";"";"Jolly Bandes De Cire Corps, Pour Femme, Paquet De 32"
"AUCH_ACHA_108822855";"P02000000000N1P";"3286010059703";"Fabriqué en France";"Eco-recharge Crème Douche Hydratante Bambou  400ml"
"AUCH_ACHA_108823836";"P02000000000O2C";"8710604781879";"";"Dentifrice"
"AUCH_ACHA_108824069";"P02000000000ORI";"3600551032153";"Fabriqué en France";"Dop Shampooing Solide Shampooing solide aux Oeufs 65 g"
"AUCH_ACHA_108824492";"P02000000000PW5";"3700155359523"
"AUCH_ACHA_108824510";"P02000000000PWH";"8411114085906"
"AUCH_ACHA_108824859";"P02000000000QJB";"3517360020281";"Cosmebio"
"AUCH_ACHA_108825404";"P02000000000RBU";"3450601037771";"No Forest Stewardship Council";"L'Arbre Vert Bien-être Lot de 2 Déodorants Homme Provitamine B5 - Anti traces - Efficace 24H - Hypoallergénique - 96% d'ingrédients d'origine naturelle - 2x50mL - 1 + 1 OFFERT"
"AUCH_ACHA_108825507";"P02000000000RD1";"3574661574714"
"AUCH_ACHA_108825783";"P02000000000RVW";"8710522644010";"";"Shampoing Femme"
"AUCH_ACHA_108827000";"P02000000000U63";"8718951329737"
"AUCH_ACHA_108827446";"P02000000000VLF";"3574661574059"
"AUCH_ACHA_108826978";"P02000000000U0N";"3178041310154"
"AUCH_ACHA_108828348";"A0220050124000508856";"3178040584679";"Point vert;Triman";"Savon"
"AUCH_ACHA_108829062";"A0220060124000479512";"3331300006070";"";"Cire divine ""Parfum Monoi des Iles"""
"AUCH_ACHA_108829252";"A0220060406000524422";"3600550049220"
"AUCH_ACHA_108829810";"A0220070206000472307";"3600521137840";"Marquage métrologique;Point vert";"L'Oréal Paris Studio Line Gel Cheveux 150.0MLT"
"AUCH_ACHA_108829781";"A0220061211000420933";"3600550049336"
"AUCH_ACHA_108829908";"A0220070315000443605";"4005808128242"
"AUCH_ACHA_108830772";"A0220071001000080393";"3600530121120"
"AUCH_ACHA_108831938";"A0220081210000568977";"3600530523627";"Point vert";" Dream satin fluide 21 beige doré "
"AUCH_ACHA_108832371";"A0220090310000625383";"4005808293803"
"AUCH_ACHA_108832496";"A0220090409000593296";"3600521602485"
"AUCH_ACHA_108834206";"A0220100506000900258";"3600540881625";"";"Garnier Ultra Doux Avocat et Beurre de Karité Shampooing à l'Huile d'Avocat et Beurre de Karité Maxi Format 400 ml"
"AUCH_ACHA_108835648";"A0220110214000670738";"3346022010182"
"AUCH_ACHA_108835515";"A0220110131000447479";"3600521961216";"Marquage métrologique;Point vert";"L'Oréal Paris Volume Millions de Cils Mascara volume waterproof Noir Waterproof"
"AUCH_ACHA_108836583";"A0220110621000217881";"3600522025252";"";"L'Oréal Paris Super Liner Black Lacquer Eyeliner Fluide Black Lacquer"
"AUCH_ACHA_108835996";"A0220110401000184301";"3141380052818";"";"DOUCHE HUILE EXTRA NOURRISSANTE MONOI 97% D'INGREDIENTS D'ORIGINE NATURELLE 560 ML"
"AUCH_ACHA_108840957";"A0220120605000087271";"3178040693364"
"AUCH_ACHA_108841269";"A0220120629000567490";"3600541204638";"Triman";"Garnier Ultra Doux Merveilleux Huile Merveilleuse 150 ml"
"AUCH_ACHA_108842200";"A0220121213000421523";"3178040696464"
"AUCH_ACHA_108842255";"A0220121221000517101";"3600530847914";"";"Maybelline New York Volum Express Mascara volumateur x8 avec formule gel ultra-glissante Noir"
"AUCH_ACHA_108843443";"A0220130415000420719";"3178040698048";"Point vert";"Coloration Pemanente"
"AUCH_ACHA_108842940";"A0220130311000672393";"3094905000859";"";"DENTIFRICE MULTI PROTECTION"
"AUCH_ACHA_108843814";"A0220130527000767197";"3600550302240";"";"Huile de Douche Bébé Hypoallergénique "
"AUCH_ACHA_108845712";"A0220131107000405160";"8712561384261";"";"Recharge Savon Lavant Antibactérien"
"AUCH_ACHA_108845973";"A0220131213000759090";"3600522648451";"Point vert";"L'Oréal Paris Sublime Bronze Autobronzant Visage et Corps"
"AUCH_ACHA_108847619";"A0220140404000908732";"3600521309810";"Point vert";"L'Oréal Paris Studio Line Cire Coiffante 75.0MLT"
"AUCH_ACHA_108848251";"A0220140605000493363";"3600550518030";"";"Dop Vivelle Dop Gel Coiffant aux Vitamines Fixation Béton Force 9 Format Généreux 200 ml"
"AUCH_ACHA_108848624";"A0220140623000461708";"3600541593701"
"AUCH_ACHA_108849499";"A0220140922000277706";"3600531143596"
"AUCH_ACHA_108850311";"A0220141125000680836";"3574661192031";"Point vert";"LE PETIT MARSEILLAIS BAUME DE SOIN BEURRE DE COCO, CIRE D'ABEILLE & HUILE DE KARITE"
"AUCH_ACHA_108852069";"A0220150304000222459";"3549620007619";"Point vert";"Crème douche Extra douce Lait de karité 750ml"
"AUCH_ACHA_108852586";"A0220150327000606959";"8712561617901";"";"Gel Douche Homme"
"AUCH_ACHA_108855372";"A0220150909000614863";"3600523177677";"Marquage métrologique;Point vert";"L'Oréal Paris Studio Line Spray Coiffant 150.0MLT"
"AUCH_ACHA_108855280";"A0220150821000250688";"7322540797121"
"AUCH_ACHA_108855809";"A0220151019000228027";"3600523062812";"Marquage métrologique;Point vert";"L'Oréal Paris Men Expert Hydra Power Gel Hydratant Rafraîchissant Visage Homme 50.0MLT"
"AUCH_ACHA_108855637";"A0220151007000294979";"3600523193288"
"AUCH_ACHA_108855638";"A0220151007000294919";"3600523193318"
"AUCH_ACHA_108856434";"A0220151130000268312";"3574661264745";"Point vert";"LE PETIT MARSEILLAIS DOUCHE CREME CORPS VISAGE CHEVEUX HOMME BOIS DE SANTAL & VANILLE 250ML"
"AUCH_ACHA_108856818";"A0220151221000680399";"3600541919297"
"AUCH_ACHA_108858596";"A0220160303000433367";"8718951087569";"Fabriqué en France";"TAHITI DOUCHE KIDS CHEVEUX ET CORPS FRUITS EXOTIQUES 300ML"
"AUCH_ACHA_108860378";"A0220160428000075838";"3178041318457"
"AUCH_ACHA_108861556";"A0220160621000472196";"3574661257389";"Point vert";"LE PETIT MARSEILLAIS SAVON EXTRA DOUX FABRICATION A L'ANCIENNE CHEVREFEUILLE - 4X100GR"
"AUCH_ACHA_108861322";"A0220160615000404673";"8718951085442"
"AUCH_ACHA_108861494";"A0220160627000599977";"3600523310500";"Marquage métrologique;Point vert";"L'Oréal Paris Volume Millions de Cils Fatale Mascara volume intense enrichi en cires densifiantes Noir"
"AUCH_ACHA_108862038";"A0220160718000104064";"3600523337613";"Marquage métrologique;Point vert";"L'Oréal Paris L'Oréal Paris - Magic Retouch Spray retouche racines Le Châtain Acajou"
"AUCH_ACHA_108862540";"A0220160805000673521";"3245678562062";"";"COSMIA gel douche orchidée noire  250 ml"
