"cui";"Marque commerciale eCommerce";"Libellé Web";"Quantité vendue"
"A0220180102000674332";"SANS MARQUE";"Zonin DOC Prosecco vin effervescent brut";"75cl"
"A0220030929000070326";"PIERRE CHANAU";"IGP Pays-d'Oc Cabernet-sauvignon rouge Bib";"10L"
"A0220031126000505565";"BELOISON";"Vin de l'Union Européenne Beloison rouge";"1L"
"A0219900704000052395";"VEUVE EMILLE";"AOP Champagne rosé cuvée réservée";"75cl"
"A0220000413000764789";"PIERRE CHANAU";"AOP Pacherenc-du-Vic-Bilh moëlleux blanc";"75cl"
"A0220000125000762387";"PIERRE CHANAU";"IGP Pays-d'Oc Chardonnay blanc";"75cl"
"A0220020528000756265";"AYALA";"AOP Champagne brut";"75cl"
"A0219990428000506390";"PIERRE CHANAU";"AOP Crozes-Hermitage rouge";"75cl"
"A0219971127000367439";"PIERRE CHANAU";"AOP Tavel rosé";"75cl"
"A0220010314000516215";"PIERRE CHANAU";"AOP Montagne-Saint-Emilion rouge";"75cl"
"A0220010221000362758";"PIERRE CHANAU";"AOP Lalande-de-Pomerol rouge";"75cl"
"A0219900101000051202";"PAUL BUR";"Vin effervescent brut";"75cl"
"A0219900101000057774";"POL REMY";"Vin effervescent brut";"75cl"
"A0219980211000085558";"PIERRE CHANAU";"AOP Cabernet-d'Anjou rosé";"75cl"
"A0219910305000051373";"PIERRE CHANAU";"AOP Blanquette de Limoux brut";"75CL"
"A0219941219000054049";"KRITER";"Vin effervescent demi-sec";"75cl"
"A0220000516000063183";"LA VILLAGEOISE";"Vin de l'Union Européenne La Villageoise blanc";"6x25cl"
"A0219931124000050941";"PIERRE CHANAU";"AOP Alsace riesling blanc Demi-bouteille";"37,5cl"
"A0219990217000082863";"PIERRE CHANAU";"AOP Chinon rouge";"75cl"
"A0219990118000065027";"PIERRE CHANAU";"AOP Sancerre blanc";"75cl"
"A0220021025000070910";"ROCHE MAZET";"IGP Pays-d'Oc Cabernet-sauvignon cuvée spéciale rouge Bib";"3L"
"A0219940708000059240";"SANS MARQUE";"AOP Languedoc Saint-Saturnin Vin d'une Nuit 2017 rouge";"75cl"
"A0219931020000050401";"PIERRE CHANAU";"AOP Muscadet-Sèvre-et-Maine-sur-lie blanc";"75cl"
"A0220010223000368786";"SANS MARQUE";"AOP Pouilly-Fumé les Chants de Cri blanc";"75cl"
"A0219931008000050154";"ARTHUR METZ";"AOP Crémant d'Alsace brut";"75cl"
"A0219940520000054267";"PIERRE CHANAU";"AOP Sauternes moelleux blanc";"75cl"
"A0219900101000059037";"LISTEL";"IGP Sables-de-Camargue rosé";"75cl"
"A0219970717000066641";"PIERRE CHANAU";"AOP Mâcon-Villages blanc";"75cl"
"A0219970901000074825";"PIERRE CHANAU";"AOP Alsace Pinot blanc cuvée particulière blanc";"75cl"
"A0219970825000070695";"VILLARAY";"Vin de l'Union Européenne Villaray rosé";"75cl"
"A0219921218000053732";"MATEUS";"Portugal The original rosé";"75cl"
"A0220021204000057549";"MARQUES DE CACERES";"DOC Rioja rouge";"75cl"
"A0220001218000765951";"PIERRE CHANAU";"AOP Alsace Gewurztraminer demi-bouteille";"37,5cl"
"A0219961210000055695";"PIERRE CHANAU";"AOP Touraine Sauvignon blanc";"75cl"
"A0219900101000059282";"TAITTINGER";"AOP Champagne brut réserve ";"75cl"
"A0219900101000057684";"FELICIEN BROU";"AOP Vouvray brut";"75cl"
"A0219960614000053696";"PIERRE CHANAU";"AOP Morgon rouge";"75cl"
"A0220020409000052638";"PIERRE CHANAU";"AOP Bourgueil vin rouge";"75cl"
"A0220011008000051693";"PIERRE CHANAU";"AOP Blaye-Côtes-de-Bordeaux rouge";"75cl"
"A0219940927000059926";"SANS MARQUE";"IGP Gros-Plant-du-Pays-Nantais cuvée Butte de Briat blanc";"75cl"
"A0220130212000188365";"CHARLES DE MONSOUR";"Vin rosé";"75cl"
"A0220180327000617299";"SANS MARQUE";"AOP Alsace Gewurztraminer 50cl Blanc Domaine Engel Alsace Selection De Grains Nobles bio 2015 Blanc";"50cl"
"A0220180504000236749";"PIERRE CHANAU";"IGP merlot pays d'oc rouge Bib";"5l"
"A0220180509000529040";"SANS MARQUE";"AOP L'Etoile au Désaire Domaine Geneletti blanc";"75cl"
"A0220180522000562938";"SANS MARQUE";" AOP Chablis famille Brocard grand vin de Bourgogne blanc";"75cl"
"A0220180525000411666";"SANS MARQUE";"AOP Bandol Domaine de la Soustide 2018 rosé";"75cl"
"A0220180716000411589";"SANS MARQUE";"AOP Savoie Apremont Domaine Jean Perrier Vieilles Vignes blanc 2019";"75cl"
"A0220180718000199182";"SANS MARQUE";"Provetto brut sélection spéciale";"75cl"
"A0220180822000679222";"SANS MARQUE";"AOP Saint-Julien Connétable Talbot 2017 rouge";"75cl"
"A0220181015000651191";"SANS MARQUE";"AOP Crémant d'Alsace ""7"" Talents brut ";"75cl"
"A0220181024000154389";"CAZES";"AOP Côtes-du-Roussillon bio las Clots rouge";"75cl"
"A0220181119000753620";"SANS MARQUE";"AOP Côtes-du-Rhône Domaine Villesèche rosé";"75cl"
"A0220181120000472840";"SANS MARQUE";"AOP Patrimonio Corse rosé";"75cl"
"A0220181130000498705";"SANS MARQUE";"AOP Pessac-Léognan la Chapelle de Haut-l'Evêque rouge";"75cl"
"A0220181204000764130";"SANS MARQUE";"Château des Maures Lalande de Pomerol 2016 rouge";"75cl"
"A0220181204000576615";"SANS MARQUE";"IGP Languedoc Puech-Haut Première ";"75cl"
"A0220190128000655822";"SANS MARQUE";"AOP Côtes-de-Provence Mimi en Provence rosé";"75cl"
"A0220190129000417978";"SANS MARQUE";"AOP Coteaux-Varois-en-Provence Château la Martine rosé";"75cl"
"A0220190130000240017";"PIERRE CHANAU";"IGP Côtes de Gascogne blanc sec Bib";"5l"
"A0220190311000576680";"SANS MARQUE";"AOP Vin de Loire Domaine Roc De Châteauvieux rosé ";"75cl"
"A0220190314000397675";"SANS MARQUE";"IGP Pays-d'Oc J.P Chenet grenache-cinsault rosé Bib";"5l"
"A0220190314000574917";"SANS MARQUE";"IGP Pays-d'Oc Cabernet-sauvignon Domaine Gignères rouge";"75cl"
"A0220190325000526379";"SANS MARQUE";"AOP Anjou Soupçon de fruit rosé  ";"75cl"
"A0220190410000629541";"FX BARC";"Vin de France Pinot noir le temps des Merises rouge";"75cl"
"A0220190425000454235";"SANS MARQUE";"AOP Bergerac bio Château la Colline rouge";"75cl"
"A0220190506000296294";"SANS MARQUE";"AOP Crémant d'Alsace Peter Weber brut";"75cl"
"A0220190509000742218";"SANS MARQUE";"AOP Chablis premier cru Domaine Verret ""Beauroy"" 2019 blanc";"75cl"
"A0220190531000078303";"SANS MARQUE";"AOP Luberon L'excellence D'Amédée blanc";"75cl"
"A0220190604000525630";"SANS MARQUE";"AOP Rosé-d'Anjou bio Tête de Linotte 2018 rosé ";"75cl"
"A0220190606000461248";"SANS MARQUE";"AOP Cabernet d'Anjou Pierre Bourré";"75cl"
"P02000000000D86";"CHARLES LAFITTE";"AOP Champagne rosé Orgueil de France grande réserve";"75cl"
"P02000000000DHT";"SANS MARQUE";"AOP Rhône Rasteau Domaine Laurent Durand rouge";"75cl"
"P02000000000GQC";"SANS MARQUE";"Symbiose Vin mousseux bio blanc de blanc brut";"75cl"
"P02000000000HHC";"SANS MARQUE";"La Providence Margaux  AOP 2016 rouge";"75cl"
"P02000000000I6Z";"SANS MARQUE";"Igp Ile de Beauté Terrazza d'Isula rosé Bib";"3l"
"P02000000000J07";"SANS MARQUE";"IGP Sable de Camargue Divali bio gris de gris";"75cl"
"P02000000000J19";"SANS MARQUE";"AOP Bordeaux Clairet J'Peux Pas J'ai Clairet rosé";"75cl"
"P02000000000IZY";"SANS MARQUE";"IGP Pays d'Oc gris de gris Le Marcel rosé";"75cl"
"P02000000000KEF";"SANS MARQUE";"IGP Méditerranée Jéroboam Studio By Miraval rosé";"3L"
"P02000000000LQH";"GAILLARDE";"AOP Gaillac château Candastre rosé";"75cl"
"P02000000000MX4";"PIERRE CHANAU";"AOP Côteaux d'Aix-en-Provence rosé bio ";"75cl"
"P02000000000NSS";"SANS MARQUE";"AOP Côtes-de-Bourg Château Bujan rouge";"75cl"
"P02000000000NU9";"SANS MARQUE";"AOP Blaye-Côtes-de-Bordeaux Château La Caussade St-Martin 2019 rouge";"75cl"
"P02000000000NX4";"SANS MARQUE";"AOP Alsace Riesling Heritage Famille Hauller vieilles vignes 2019 blanc";"75cl"
"P02000000000O2Y";"CANARD DUCHENE";"AOP Champagne brut Canard-Duchêne réserve";"75cl"
"P02000000000OKU";"SANS MARQUE";"AOP Coteaux-d'Aix-en-Provence Estivale 2019 rosé";"75cl"
"P02000000000OLJ";"SANS MARQUE";"AOP Châteauneuf-du-Pape bio Habemus Papam 2019 rouge";"75cl"
"P02000000000RPV";"SANS MARQUE";"AOP Languedoc Saint-Saturnin Saint-Guiraux rouge";"75cl"
"P02000000000RPP";"SANS MARQUE";"AOP Languedoc Mas de lunès rouge";"75cl"
"P02000000000SOH";"SANS MARQUE";"AOP Champagne Chanoine Heritage brut";"75cl"
"P02000000000SZM";"SANS MARQUE";"IGP Côtes-de-Thau Ormarine le Jardin de la Mer rosé";"75cl"
"P02000000000U52";"LES VIGNERONS DE SAINT JEAN";"Muscat de Saint-Jean de Minervois blanc ";"75cl"
"P02000000000UE0";"SANS MARQUE";"AOP Corse vermentinu Réserve du Président blanc";"75cl"
"P02000000000UDZ";"SANS MARQUE";"AOP Corse cuvée historique Réserve du Président blanc";"75cl"
"P02000000000UDV";"SANS MARQUE";"IGP Ile-de-Beauté Merlot Réserve du Président rouge Bib";"5l"
"P02000000000UIK";"SANS MARQUE";"AOP Corse Porto-Vecchio bio Domaine de Granajolo rouge";"75cl"
"P02000000000UIS";"SANS MARQUE";"AOP Corse Clos Fornelli blanc";"75cl"
"P02000000000V7X";"SANS MARQUE";"AOP Corse Patrimonio Menhir blanc";"75cl"
"P02000000000V73";"SANS MARQUE";"AOP Corse A Rena d'Oru rouge";"75cl"
"P02000000000V76";"SANS MARQUE";"IGP Corse Sartène Domaine fiumicicoli rouge";"75cl"
"P02000000000V7W";"SANS MARQUE";"AOP Ajaccio Domaine Pratavone rosé";"75cl"
"P02000000000V74";"SANS MARQUE";"IGP Ile de Beauté Domaine Casanova rouge";"75cl"
"P02000000000VXE";"SANS MARQUE";"AOP Saint-Emilion La Fleur Anne 2019 rouge";"75cl"
"P02000000000VZR";"SANS MARQUE";"Val de Loire Cabernet d'Anjou Empreinte de Terroir 2020 rosé";"75cl"
"P02000000000W01";"SANS MARQUE";"AOP Saint-Estèphe Château Bel Air 2018 rouge ";"75cl"
"P02000000000WG3";"SANS MARQUE";"AOP Saint-Emilion Bordeaux élégant bio Jules Lebegue 2019 rouge";"75cl"
"P02000000000WUO";"SANS MARQUE";"AOP Côtes-du-Rhône-Villages 1895 Château Maucoil 2018 rouge";"75cl"
"P02000000000WX2";"SANS MARQUE";"AOP Touraine Sauvignon Domaine de La Rochette blanc";"75cl"
"P02000000000X42";"SANS MARQUE";"AOP Montagne Saint-Emilion Dame de Boüard 2018 rouge";"75cl"
"P02000000000XEF";"SANS MARQUE";"AOP Côtes de Bourg Les Charmes de Capran";"75cl"
"P02000000000XL8";"LABEL CORSE";"AOP Corse Bergeries de l'Ortolo rouge Bib";"5L"
"P02000000000XMB";"SANS MARQUE";"Blaye Côtes de Bordeaux Les Charmes de Capran";"75CL"
"P02000000000XQA";"SANS MARQUE";"IGP Ile de Beauté Divinu Cave St Antoine rosé";"75cl"
"P02000000000YH4";"SANS MARQUE";"IGP Ile-de-Beauté Domaine Casanova Gris Bib";"3L"
"P02000000000YYA";"SANS MARQUE";"AOP Bordeaux bio Delor Nature rosé";"75cl"
"P0200000000109B";"SANS MARQUE";"AOP Gaillac perlé Saint-Michel blanc";"75cl"
"P0200000000109C";"SANS MARQUE";"AOP Gaillac doux Saint-Michel blanc";"75cl"
"P020000000010IX";"SANS MARQUE";"AOP Corbières Hérésie Gérard Bertrand rouge 2019 ";"75cl"
"P020000000011FO";"SANS MARQUE";"AOP Corse Clos Calviani blanc";"75cl"
"P020000000012LH";"SANS MARQUE";"AOP Pic Saint-Loup Val d'Yeuses rosé";"75cl"
"P020000000012LF";"SANS MARQUE";"IGP Pays d'Hérault Terroir et Tradition blanc Bib";"3l"
"P0200000000136L";"CHARLES VOLNER";"Les Minis Vin effervassent demi-sec ";"3x20cl"
"P0200000000136E";"SANS MARQUE";"AOP Alsace Riesling Vieil Armand 2020";"75cl"
"P0200000000136P";"CHARLES VOLNER";"Soirée blanche Vin effervassent cuvée prémium ";"75cl"
"P020000000013ES";"SANS MARQUE";"AOP Alsace Riesling Naturalité Famille Cattin 2020 blanc";"75cl"
"P020000000013GH";"SANS MARQUE";"AOP Bourgogne Pinot Noir Antonin Rodet rouge 2020 ";"75cl"
"P020000000013IO";"SANS MARQUE";"AOP Haut-Médoc Cru bourgeois Château de Cartujac rouge 2018 ";"75cl"
"P020000000013LZ";"SANS MARQUE";"AOP Graves Château de Chantegrive Caroline HVE blanc 2016";"75cl"
"P020000000013RL";"SANS MARQUE";"AOP Alsace Pinot Noir Passion de Vignerons Bestheim rouge";"75cl"
"P020000000013U0";"SANS MARQUE";"AOP Alsace Muscat Cuvée du Vieil Armand blanc 2020 ";"75cl"
"P020000000013W1";"SANS MARQUE";"AOP Languedoc Prieuré Saint Hippolyte rosé";"75cl"
"P020000000013VT";"SANS MARQUE";"AOP Pic Saint-Loup domaine Desvabre rosé";"75cl"
"P020000000013XW";"SANS MARQUE";"AOP Côtes du Rhône Murets Et Garrigues rouge ";"75cl"
"P020000000014CV";"SANS MARQUE";"AOP Saint-Emilion grand cru Château Les Religieuses rouge 2019 ";"75cl"
"P020000000014EY";"SANS MARQUE";"AOP Saint-Chinian Terre de Loups rouge";"75cl"
"P020000000014N3";"PIERRE CHANAU";"AOC Clairette De Die bio tradition";"75cl"
"P020000000014Z2";"SANS MARQUE";"AOP Bourgogne Aligoté l'Aurore";"75cl"
"P020000000014ZX";"SANS MARQUE";"AOP Côte-de-Brouilly Cru Beaujolais Les Granits Bleus Christophe Coquard rouge";"75cl"
"P0200000000154L";"SANS MARQUE";"AOP Savoie Altesse Roussette de Savoie Domaine saint-Romain blanc 2019 ";"75cl"
"P020000000016U7";"SANS MARQUE";"AOP Bandol domaine Bunan rosé";"75cl"
"P020000000016XU";"SANS MARQUE";"AOP Pouilly Fuissé Origines Famille Cordier blanc 2020";"75cl"
"P0200000000178N";"SANS MARQUE";"AOP Touraine Sauvignon blanc Le Cerf Blanc";"75cl"
"P020000000017HC";"SANS MARQUE";"AOP Saint-Emilion Château Haut-Lavignere Cuvée Tradition grand cru";"75cl"
"P0200000000199L";"SANS MARQUE";"AOP Châteauneuf-du-Pape Domaine Le Mourre rouge";"75cl"
"A0220140929000460641";"SUPER BOCK";"Bière brune portugaise Stout 5% bouteille";"6x25cl"
"A0220090609000490909";"SECRET DES MOINES";"Bière blonde triple 8% bouteille";"33cl"
"A0220160127000430404";"JENLAIN";"Bière de garde blonde 6,8% boîte";"50cl"
"A0220110419000613370";"LEFFE";"Bière blonde 6.6% bouteilles";"12x33cl"
"A0220140513000109390";"GRIMBERGEN";"Bière blonde d'Abbaye 6,7%";"24x25cl"
"A0220160119000211233";"MORT SUBITE";"Bière lambic blanche Belge 5,5% bouteille";"33cl"
"A0220150826000426104";"LEFFE";"Bière blonde 6,6%";"75cl"
"A0219970624000051517";"LEFFE";"Bière blonde triple 8,5% bouteilles";"6x25cl"
"A0220090303000660938";"DESPERADOS";"Bière red aromatisée tequila guarana cachaça 5,9%";"65cl"
"A0220130813000169798";"SKOLL";"Bière aromatisée vodka et agrumes 6% bouteilles";"6x33cl"
"A0220140314000069635";"KRONENBOURG";"Bière blonde 4,2% bouteilles";"40x25cl"
"A0220170103000793361";"1664";"Bière blonde 5.5% boîtes";"12x33cl"
"A0220170210000763895";"3 MONTS";"Bière blonde des Flandres 8,5% bouteilles";"6x33cl"
"A0220110314000069521";"RINCE COCHON";"Bière blonde 8,5% boîte";"50cl"
"A0220020326000516032";"LINDEMANS";"Bière gueuze aromatisée 4,5% bouteille";"37,5cl"
"A0220160112000559909";"QUEUE DE CHARRUE";"Bière blonde triple 9% bouteille";"33cl"
"A0220070530000956115";"LINDEMANS";"Bière kriek Foudroyante 3,5%";"75cl"
"A0220100311000455613";"RINCE COCHON"
"A0220171108000617405";"GRIMBERGEN";"Bière ambrée 6,5%";"75cl"
"A0220121116000667272";"1664";"Bière rosée notes de pêche 5,5% bouteilles";"6x25cl"
"A0219900101000053368";"KANTERBRAU";"Bière blonde 4.2% bouteilles";"10x25cl"
"A0219990521000600228";"GUINNESS";"Bière brune comme à la pression boîte 4,2%";"6x33cl"
"A0220160127000185965";"JENLAIN";"Bière de garde ambrée 7,5%";"75cl"
"A0220160119000051069";"MORT SUBITE";"Bière lambic belge aromatisée cerise 4%";"75cl"
"A0220140327000405635";"BELZEBUTH";"Bière blonde triple 8,5% bouteille";"33cl"
"A0220080407000240815";"DUVEL";"Bière blonde 8,5% bouteilles";"6x33cl"
"A0220050426000664753";"METEOR";"Bière blonde Wendelinus 6.8%";"75cl"
"A0220110324000593780";"METEOR";"Bière blonde lager 5% bouteilles";"24x25cl"
"A0220110324000075589";"METEOR";"Bière blonde lager 5% bouteilles";"6x33cl"
"A0220140715000901615";"FISCHER";"Bière blonde tradition d'alsace 6% verre consigné";"65cl"
"A0220120130000800053";"CH'TI";"Bière blonde de garde 6,4% bouteille";"33cl"
"A0220160115000552945";"CASTELAIN";"Bière blonde à la fleur de houblon Ipa 6,5%";"75cl"
"A0219990507000507762";"METEOR";"Bière blonde pils 5% mini fût pression";"5l"
"A0220011203000076028";"LA GOUDALE";"Bière blonde à l'ancienne 7,2% boîte";"50cl"
"A0220050419000435401";"ATLAS";"Bière blonde traditionnelle hollandaise 7,2% boîte";"50cl"
"A0220110314000538452";"BELLEROSE";"Bière blonde extra 6,5%";"75cl"
"A0220130531000213274";"LINDEMANS";"Bière belge artisanale Kriek 3,5% bouteille";"25cl"
"A0220140701000437142";"STARBERG";"Bière blonde 4,5% lager boîte";"50cl"
"A0220160224000260521";"BOURBON";"Bière blonde Bourbon réunionnaise 5% bouteille";"33cl"
"A0220161116000437405"
"A0220170519000574385";"STERLING";"Bière blonde extra forte 10% boîte";"50cl"
"A0219971231000607034";"AMSTERDAM";"Bière blonde Maximator 11,6% boîte";"50cl"
"A0220090914000214321";"MARTENS";"Bière blonde forte 7% boîte";"50cl"
"A0220180208000478609";"HEINEKEN";"Bière blonde premium 5% boîtes";"6x33cl"
"A0220180302000493122";"VEZELAY";"Bière brune pur malt bio 5,5% bouteille";"25cl"
"A0220180302000483069";"VEZELAY";"Bière ambrée pur malt bio 5,6% bouteille";"25cl"
"A0220180403000338091";"MUNSTERBRAU";"Bière blonde 4% bouteilles";"10x25cl"
"A0220180731000064493";"HEINEKEN";"BIère blonde premium 5% bouteilles";"6x25cl"
"A0220180731000593193";"LICORNE";"Slash red bière rouge aromatisée à la cerise 8%";"3x33cl"
"A0220180731000731293";"SLASH";"Bière origine aromatisée au jus de cerise 7.5% bouteilles";"3x33cl"
"A0220180904000529949";"LINDEMANS";"Bière belge artisanale aromatisée framboise 2,5%";"75cl"
"A0220180920000440620";"HEINEKEN";"Bière blonde 5% boîtes";"4x50cl"
"A0220181015000619099";"GRIMBERGEN";"Bière blonde pale ale 5,5%";"75cl"
"A0220181023000280978";"BUDWEISER";"Bière blonde américaine 5% bouteilles";"12x25cl"
"A0220190401000408284";"TUCHE";"Bière blonde des Hauts de France 6,20% ";"75cl"
"A0220190408000761607";"GALLIA";"Bière blonde session IPA 4,7% bouteille";"33cl"
"A0220190408000074866";"GALLIA";"Bière blonde India Pale Ale 6% bouteille";"33cl"
"A0220190423000522576";"LEFFE";"Bière Belge d'Abbaye ambrée 6,6%";"12x25cl"
"A0220190506000857943";"MASCARET";"Bière artisanale ambrée 6% bouteille";"33cl"
"A0220190510000458283";"NINKASI";"Bière blonde de printemps 4%";"75cl"
"A0220190517000902280";"BRASSEURS SAVOYARDS";"Bière ambrée bio 7% bouteilles";"3x33cl"
"A0220190517000256596";"BRASSEURS SAVOYARDS";"Bière blonde bio 5% bouteilles";"3x33cl"
"A0220190523000475182";"CUVEE DES JONQUILLES";"Bière blonde de garde 7%";"75cl"
"A0220190528000404621";"PAIX DIEU";"Coffret bière blonde triple 10%";"75cl"
"A0220190604000378001";"IBB"
"P02000000000CQ7";"SANT ERWANN";"Bière blonde IPA 7% bouteilles";"6x25cl"
"P02000000000MXI";"3 MONTS";"Héritage houblons bière blonde aromatique 7% bouteille";"75cl"
"P02000000000OFZ";"BIERE DU COMTE";"Bière blonde éternelle bio du Mercantour n°4 5% bouteille";"33cl"
"P02000000000OG2";"BIERE DU COMTE";"Bière blonde bio du Mercantour n°1 5% bouteille";"33cl"
"P02000000000QBN";"KARMELIET";"Coffret bière 8,4%";"75cl"
"P02000000000QNS";"LA GOUDALE";" Bière ambrée à l'ancienne 7,2%";"12x25cl "
"P02000000000SWW";"TERRE DE BIERES";"Bière blonde IPA 5,5% bouteille";"75cl"
"P02000000000T46";"PERLE";"Bière blonde de Noël 6,8% bouteilles";"3x33cl"
"P02000000000UCV";"COLOMBA";"Bière rosée 4,5% bouteilles";"4x25cl"
"P02000000000UCX";"PIETRA";"Bière de Corse série limitée Bocognano 6%";"75cl"
"P02000000000UE1";"SERENA";"Bière blonde de Corse 5% bouteilles";"6x25cl"
"P02000000000UWN";"BREWDOG";"Bière Punk IPA 5,4% boîte";"50cl"
"P02000000000VAM";"BRASSERIE SAINT RIEUL";"Cul-sec Bière blonde 5,5% bouteille";"33cl"
"P02000000000VB3";"BRASSERIE SAINT RIEUL";"Cul-mauve Bière à la myrtille 5% bouteille";"33cl"
"P02000000000VIQ";"BRITT";"Coffret bières d'excellence bouteilles";"6x33cl"
"P02000000000WNF";"SANS MARQUE";"Bière brune 6,5% bouteille";"33cl"
"P02000000000Y5L";"MOUNTA CALA";"Bière du Comté blanche 5% bouteille";"33cl"
"P02000000000Z87";"LA FIERE";"Bière blonde des flandres 6,5%";"75cl"
"P02000000000ZUM";"GRIMBERGEN";"Bière aromatisée fruits rouges 5.5% bouteilles";"6x25cl"
"P02000000000ZUW";"GRIMBERGEN";"Bière aromatisée fruits rouges Intense 5.5% bouteilles";"12X25cl"
"P020000000011RL";"VICTORIA";"Bière blonde belge forte 8.5%";"75cl"
"P020000000011TA";"LEFFE";"Bière blonde 6,6% bouteille";"20x25cl"
"P020000000012BQ";"CH'TI";"Bière blonde triple signature 8.5%";"75cl"
"P020000000013ZM";"DUVEL";"Bière blonde belge bouteille 8.5%";"3x33cl"
"P0200000000142Z";"BRASSEURS SAVOYARDS";"Bière blonde bio 5%";"3x33cl"
"P020000000014M3";"POLAR MONKEYS";"Bière Chairman IPA 6% bouteille ";"33cl"
