cui,CUG,GTIN d’encaissement,product_label,photo_id,media_url
P02000000000J19,910404,3335200009988;3335200009995,BDX CLAIRET J PEUX PAS J AICLAIRET ROSE 2019 75CL,MEDIASTEP88138898,https://media.auchan.fr/MEDIASTEP88138898_0x0/
A0219921125000062774,62774,3254560037533,AUCHAN PAELLA VOLAILLE FRUITSDE MER CYLINDRE 1KG,MEDIASTEP100836445,https://media.auchan.fr/MEDIASTEP100836445_0x0/
A0220170529000557949,557949,3596710448623,MMM SAUCE VINAIGRETTE HUILEOLIVE ECHALOTTES 350ML,MEDIASTEP57468006,https://media.auchan.fr/MEDIASTEP57468006_0x0/
P020000000001K7,869645,3700679610025,GOUTERS FOURRE CHOCOX6 232.5G,MEDIASTEP127157928,https://media.auchan.fr/MEDIASTEP127157928_0x0/
A0219970326000062871,62871,3178048242564,TERAXYL DENTIFRICE 2 EN 1BLANCHEUR+ FLACON 75 ML,MEDIASTEP84636774,https://media.auchan.fr/MEDIASTEP84636774_0x0/
A0220130110000617033,617033,3254690086807,BIO PRESSADE NECTAR FRUITS DESAISON BRIQUE 1.5L,MEDIASTEP66249493,https://media.auchan.fr/MEDIASTEP66249493_0x0/
A0220181205000794280,794280,3596710464524,AUCHAN FALAFELS MENTHE 400G,MEDIASTEP136043860,https://media.auchan.fr/MEDIASTEP136043860_0x0/
A0220120321000232775,232775,3596710379415,AUCHAN CHORIZO EXTRA FORT 225G,MEDIASTEP77210913,https://media.auchan.fr/MEDIASTEP77210913_0x0/
A0220180119000401401,401401,3700593603608,PERSAVON SAVON EXTRA DOUXMARSEILLE HYPOALLERG  2X300G,MEDIASTEP69558457,https://media.auchan.fr/MEDIASTEP69558457_0x0/
A0219990217000047146,47146,3289740422229,REG FESTEIN SSE VIANDE 450G,MEDIASTEP88417648,https://media.auchan.fr/MEDIASTEP88417648_0x0/
A0220080724000027909,27909,2030500279093;2092332000000,PIZZA CRUE REINE 30CM,MEDIASTEP59104849,https://media.auchan.fr/MEDIASTEP59104849_0x0/
P0200000000136L,608984,3438933001851,VIN MOUSSEUX CHARLES VOLNERLES MINIS DEMI SEC 3X20CL,MEDIASTEP157188036,https://media.auchan.fr/MEDIASTEP157188036_0x0/
A0220070628000242193,242193,3287241950425,TEMPE LARD PAYSAN TRANCHE 150G,MEDIASTEP160184719,https://media.auchan.fr/MEDIASTEP160184719_0x0/
A0220180820000537538,537538,5449000100016,COCA COLA IVP 1L,MEDIASTEP88910040,https://media.auchan.fr/MEDIASTEP88910040_0x0/
A0220181231000624393,624393,3059946163864,"FINISH TOUT EN 1 MAX CITRONX68  1,15KG",MEDIASTEP132233985,https://media.auchan.fr/MEDIASTEP132233985_0x0/
P020000000019UE,173345,3245677725659,AUCH ECOLABEL NETTOY TOILETTEDETARTRAGE THYM LAURIER 750 ML,MEDIASTEP165212097,https://media.auchan.fr/MEDIASTEP165212097_0x0/
A0220150526000522477,522477,3760205590009,CRAZY TIGER ENERGY PET 1L,MEDIASTEP106642595,https://media.auchan.fr/MEDIASTEP106642595_0x0/
A0220210629000984399,984399,2030509843998,DRIVE COLIS 2KG FIL DORAD.SEBA,MEDIASTEP161651683,https://media.auchan.fr/MEDIASTEP161651683_0x0/
A0220130109000548681,548681,5760466995894,STARBUCKS CARAMEL MACCH 220ML,MEDIASTEP161014255,https://media.auchan.fr/MEDIASTEP161014255_0x0/
P02000000000MCZ,920194,3596710483853,AUC MAIS CRO SRP 3X140G,MEDIASTEP84738631,https://media.auchan.fr/MEDIASTEP84738631_0x0/
A0220060619000672241,672241,3478820043625,BIO JARDIN SPAGHETTI QUINOATOMATE 500 G,MEDIASTEP122355133,https://media.auchan.fr/MEDIASTEP122355133_0x0/
A0220140805000740031,740031,3271791539087,L ORDINAIRE CANNETTE PACK6X33CL,MEDIASTEP162130159,https://media.auchan.fr/MEDIASTEP162130159_0x0/
P020000000010NT,278124,3760025680270,DRIVE BROCCIU AOP 250G,MEDIASTEP137424309,https://media.auchan.fr/MEDIASTEP137424309_0x0/
A0220130311000077757,77757,4009175187130,RAINETT LIQUIDE VAISSELLEDERMOSENSITIVE 500ML,MEDIASTEP132853989,https://media.auchan.fr/MEDIASTEP132853989_0x0/
A0220140617000793818,793818,3596710411412,AUC SPAGHETTI 300G,MEDIASTEP165608344,https://media.auchan.fr/MEDIASTEP165608344_0x0/
A0219900101000062556,62556,3254560034761;3596710394753,AUC HARICOTS VERTS EXTRA FINSCUEILLIS MAIN BTE4/4 440G,MEDIASTEP104758614,https://media.auchan.fr/MEDIASTEP104758614_0x0/
P02000000000LJU,917528,3248830000587,MARIE QUICH LORRAINE CREM 400G,MEDIASTEP132291038,https://media.auchan.fr/MEDIASTEP132291038_0x0/
A0220110518000793833,793833,3178040681828,TERAXYL DENTIFRICE 2 EN 1JUNIOR 2X75ML,MEDIASTEP77643241,https://media.auchan.fr/MEDIASTEP77643241_0x0/
A0220141125000680836,680836,3574661192031,PETIT MARSEILLAIS DOUCHEBAUME COCO KARITE 250ML,MEDIASTEP81384614,https://media.auchan.fr/MEDIASTEP81384614_0x0/
A0220201030000861486,861486,3760069000072,FILET DE POULET 720G,MEDIASTEP107679017,https://media.auchan.fr/MEDIASTEP107679017_0x0/
P02000000000F80,342016,3245678047101,AUCH BIOD CHOCOLAT NOIR 85%100G,MEDIASTEP81416962,https://media.auchan.fr/MEDIASTEP81416962_0x0/
P02000000000961,304540,3700141403803,LARDONS VOLAILLE HALAL 2X90GFUMES,MEDIASTEP88388932,https://media.auchan.fr/MEDIASTEP88388932_0x0/
A0220060907000046307,46307,3173310012456;3173310012456,MAL.T COURONNE FLEUR ORANG400G,MEDIASTEP141092017,https://media.auchan.fr/MEDIASTEP141092017_0x0/
A0220070905000594670,594670,6111021086721,AICHA CAPRES 21 CL 130G,MEDIASTEP164178963,https://media.auchan.fr/MEDIASTEP164178963_0x0/
A0220160302000572087,572087,3329150351129,NAUTILUS FOIE DE MORUE NATURE120G,MEDIASTEP141613702,https://media.auchan.fr/MEDIASTEP141613702_0x0/
P020000000009BA,305242,3292070009404,BLINI BLINI X5 250G OD,MEDIASTEP75340623,https://media.auchan.fr/MEDIASTEP75340623_0x0/
P02000000000BSH,316207,3175681248540,BIO CEREAL QUINOA ROYALTOMATEPIMENT ESPELETTE DOYPACK 220G,MEDIASTEP138872467,https://media.auchan.fr/MEDIASTEP138872467_0x0/
A0219910708000011363,11363,3218260001249,REG BONI CHASSE PP BLOC X2 250,MEDIASTEP121991744,https://media.auchan.fr/MEDIASTEP121991744_0x0/
A0220170126000537885,537885,3286010034861,BIOLANE LINGETTES AU LINIMENTX64,MEDIASTEP110225367,https://media.auchan.fr/MEDIASTEP110225367_0x0/
A0219980427000380907,380907,3154230074922,HERTA KNACKI MAX X2 180G,MEDIASTEP132245446,https://media.auchan.fr/MEDIASTEP132245446_0x0/
A0220170313000213027,213027,8001060030978,BIO SACLA PATES SEMOULE DE BLEDU CONCHIGLIE TRICOLORE 500G,MEDIASTEP101705039,https://media.auchan.fr/MEDIASTEP101705039_0x0/
P020000000007WS,293332,3100080040105,REG GIRAUD SOUP BUTT COMT 50CL,MEDIASTEP139033980,https://media.auchan.fr/MEDIASTEP139033980_0x0/
P020000000008RS,298740,3329770063341,YOP PECHE 825G,MEDIASTEP135685800,https://media.auchan.fr/MEDIASTEP135685800_0x0/
A0220151026000010230,10230,3387620060056;3387620060056,COCKTAIL CREOLE 300G,MEDIASTEP58375860,https://media.auchan.fr/MEDIASTEP58375860_0x0/
A0220151222000449676,449676,7610036010107,VILLARS TABLETTE BLANC PUR100G,MEDIASTEP135743812,https://media.auchan.fr/MEDIASTEP135743812_0x0/
P02000000000DRG,325650,3324700005491,REG RAS D AMHARA CAPS VENITIENANCIENNE X10 0.05KG,MEDIASTEP88417662,https://media.auchan.fr/MEDIASTEP88417662_0x0/
A0219900101000088514,88514,3175681660304,GERBLE PATES DE FRUITS ETUI 6DOMINOS 162G,MEDIASTEP160356206,https://media.auchan.fr/MEDIASTEP160356206_0x0/
A0220170222000767975,767975,3229820791418,BIO BJORG FOURRE MYRTILLE 525G2+1,MEDIASTEP140269185,https://media.auchan.fr/MEDIASTEP140269185_0x0/
A0220101001000740078,740078,7613032946142,MAGGI PAPILLOTES DE POULETHERBES DE PROVENCE 28G,MEDIASTEP132230463,https://media.auchan.fr/MEDIASTEP132230463_0x0/
A0220160613000041957,41957,2030500419574,GALETTE ORIENTALE,MEDIASTEP139545844,https://media.auchan.fr/MEDIASTEP139545844_0x0/
A0220180522000562938,562938,3436800011811;3436800013518,BIO CHABLIS AB FAMILLE BROCARD75CL,MEDIASTEP136702973,https://media.auchan.fr/MEDIASTEP136702973_0x0/
A0220080416000555512,555512,3165430100007,DADDY DEMI MORCEAUX SUCRE 750G,MEDIASTEP92859579,https://media.auchan.fr/MEDIASTEP92859579_0x0/
P020000000008PL,298577,3168930156833,TPP ANANAS PET 90CL,MEDIASTEP141131943,https://media.auchan.fr/MEDIASTEP141131943_0x0/
A0220151113000337733,337733,5998749130407,WHISKAS LES IRRESISTIBLESSAUMON 60G+50% OFFERT,MEDIASTEP143884353,https://media.auchan.fr/MEDIASTEP143884353_0x0/
P02000000000UB5,940868,3700439701253,BIO MAISON CAPPACCINI CONFITURE DE FIGUE NOIX 350G,MEDIASTEP101109170,https://media.auchan.fr/MEDIASTEP101109170_0x0/
A0220190513000437236,437236,3104544072954,MONTFORT FOIE GRAS CANARDENTIER 2X180G 2EME 68% OFFERT,MEDIASTEP79640429,https://media.auchan.fr/MEDIASTEP79640429_0x0/
P020000000011DH,145714,3027030018642,ALSA PREPARATION YAOURT A LAGRECQUE 4 SACHETS 8 G,MEDIASTEP139541343,https://media.auchan.fr/MEDIASTEP139541343_0x0/
P02000000000NIT,923550,8585002438874,BIOL MAGGI BOUILLON TABLETTEBOEUF 80G,MEDIASTEP132042931,https://media.auchan.fr/MEDIASTEP132042931_0x0/
A0220140403000523673,523673,7610700612477,RICOLA SS REGLISSE STEVIA 50G,MEDIASTEP71211156,https://media.auchan.fr/MEDIASTEP71211156_0x0/
A0220180125000085328,85328,3187570072440,MALONGO CAFE MOULU PETITSPRODUCTEURS L ORIGINAL 500 G,MEDIASTEP92111087,https://media.auchan.fr/MEDIASTEP92111087_0x0/
A0220120406000855268,855268,3532281631507,MANIX PRESERVATIFS SKYNORIGINAL X10,MEDIASTEP76907089,https://media.auchan.fr/MEDIASTEP76907089_0x0/
P0200000000111M,141937,3596710491810,AUC VEGGIE BOULET PANEE THAI,MEDIASTEP139482304,https://media.auchan.fr/MEDIASTEP139482304_0x0/
A0220040503000056424,56424,5000161029839,ONE CHAT INTERIEUR DINDE 1.5KG,MEDIASTEP57690821,https://media.auchan.fr/MEDIASTEP57690821_0x0/
A0220190315000410162,410162,3760001764192,TADAM SERVIETTES DERMOSENSITIVES ULTRA NUIT+ X10,MEDIASTEP137011501,https://media.auchan.fr/MEDIASTEP137011501_0x0/
A0220180115000341206,341206,3596710461820,AUCHAN BIO VIANDE HACHEE 400G,MEDIASTEP65801077,https://media.auchan.fr/MEDIASTEP65801077_0x0/
P02000000000I0O,371050,3288131580531,BABYBIO LAIT CHEVRE CAPREA 3800G DES 10 MOIS,MEDIASTEP132855033,https://media.auchan.fr/MEDIASTEP132855033_0x0/
A0220131106000079595,79595,0000096082508,AXE STYLING STYLE DECOIFFE POT130 ML,MEDIASTEP139480216,https://media.auchan.fr/MEDIASTEP139480216_0x0/
P02000000000TWA,939635,3574661578255,PETIT MARSEILLAIS DOUCHELAIT 250 ML,MEDIASTEP105961394,https://media.auchan.fr/MEDIASTEP105961394_0x0/
P02000000000IEK,908638,3596710479719,AUC GOU LINGUINE 500G,MEDIASTEP93008226,https://media.auchan.fr/MEDIASTEP93008226_0x0/
A0219970703000057240,57240,3329221000567,REG LUNETTES PUR BEURRE FOURREESMYRTILLE 350G,MEDIASTEP59251080,https://media.auchan.fr/MEDIASTEP59251080_0x0/
A0220110201000773589,773589,3287121175566,CARAIBOS COCKTAIL MOJITO VERRE75CL,MEDIASTEP138435800,https://media.auchan.fr/MEDIASTEP138435800_0x0/
A0220051006000210202,210202,8710605026559,GO TAN HUILE WOK AROMATISEE250 ML,MEDIASTEP59387588,https://media.auchan.fr/MEDIASTEP59387588_0x0/
A0220070330000049879,49879,3596710319619,AUCHAN FONDANT CHOCOLAT 100G,MEDIASTEP78432983,https://media.auchan.fr/MEDIASTEP78432983_0x0/
A0220180504000234723,234723,3245678674918,AUCHAN BAIN BOUCHE SOIN COMPLET 6 EN 1 500ML,MEDIASTEP84894006,https://media.auchan.fr/MEDIASTEP84894006_0x0/
A0220210211000043441,43441,3423180100020,TPRINCE FRAMBOISE ENTIERE 850G,MEDIASTEP130227370,https://media.auchan.fr/MEDIASTEP130227370_0x0/
A0220190205000767105,767105,8410076492746,OLD EL PASO CHAPELURE CROUSTIFAJITAS 80G,MEDIASTEP133700209,https://media.auchan.fr/MEDIASTEP133700209_0x0/
A0220000908000514171,514171,3166291437608,DUCROS 1ERE SAVEUR PERSILLADE18G,MEDIASTEP137450997,https://media.auchan.fr/MEDIASTEP137450997_0x0/
A0220180315000850179,850179,8711000399217,GRAND MERE CLASSIQUE DOSETTESSOUPLES X54 356 GR,MEDIASTEP76447294,https://media.auchan.fr/MEDIASTEP76447294_0x0/
A0219980211000085558,85558,3254560855588,PIERRE CHANAU CABERNET D ANJOUROSE 75CL,MEDIASTEP57721403,https://media.auchan.fr/MEDIASTEP57721403_0x0/
P02000000000DIN,324398,3760091721969,BIO ETHIQUABLE CREME CHATAIGNEDE L AVEYRON 320G,MEDIASTEP74124712,https://media.auchan.fr/MEDIASTEP74124712_0x0/
A0220060830000404678,404678,3083680703703,CASSEGRAIN GOURMANDISE DE POIS375G,MEDIASTEP101391377,https://media.auchan.fr/MEDIASTEP101391377_0x0/
A0220150420000663338,663338,8712100763830,KNORR BOUILLON FAIT TOUT LOT2X100G,MEDIASTEP143893093,https://media.auchan.fr/MEDIASTEP143893093_0x0/
P020000000017EF,305158,8720181141683,MONSAVON GEL DOUCHE BIOVANILLE FL FIGUIER 300ML,MEDIASTEP141600456,https://media.auchan.fr/MEDIASTEP141600456_0x0/
P0200000000174V,303928,3065890151352,BENS ORIGINAL VRAC TRIPACK5X2 + 1 OFFERT,MEDIASTEP140796597,https://media.auchan.fr/MEDIASTEP140796597_0x0/
A0220110331000322272,322272,3272770094412,TARTARE AFH 250G,MEDIASTEP132146018,https://media.auchan.fr/MEDIASTEP132146018_0x0/
A0220160704000523285,523285,3288131501628,BABYBIO ASS NAVARIN PTS LEGAGNEAU FR 230 G DES 12 MOIS,MEDIASTEP136376905,https://media.auchan.fr/MEDIASTEP136376905_0x0/
A0220170807000118125,118125,7613035958425,NESTLE DESSERT BLANC 2X180G,MEDIASTEP135745013,https://media.auchan.fr/MEDIASTEP135745013_0x0/
A0220121220000540944,540944,3436590010056,ORIENT EXTRA TENDRE X10 800G,MEDIASTEP62732763,https://media.auchan.fr/MEDIASTEP62732763_0x0/
A0220021104000792595,792595,3248833088872,"MARIE PIZ CM ROYALE X3 1,2KG",MEDIASTEP80864987,https://media.auchan.fr/MEDIASTEP80864987_0x0/
A0219900101000050519,50519,3107872000507,WILLIAM PEEL OLD SCOTCH WHISKY40D 70CL,MEDIASTEP57433195,https://media.auchan.fr/MEDIASTEP57433195_0x0/
P02000000000891,295102,3104544015883,FOIE GRAS  CANARD ENTIER 180Gbocal verre,MEDIASTEP122917458,https://media.auchan.fr/MEDIASTEP122917458_0x0/
A0220140306000629230,629230,3384123096001,SPONTEX GRATTE EPONGEPERFORMANCE X3,MEDIASTEP102788745,https://media.auchan.fr/MEDIASTEP102788745_0x0/
P02000000000N2U,922350,6111003031626,SARDINES HUILE D OLIVE 125G,MEDIASTEP162324786,https://media.auchan.fr/MEDIASTEP162324786_0x0/
P02000000000CV9,320268,3178041324847,VADEMECUM DENTIFRICE BLANCHEURPLANTES 3X75 ML,MEDIASTEP84893996,https://media.auchan.fr/MEDIASTEP84893996_0x0/
A0220210702000984870,984870,2030509848702,DRIVE COLIS 2KG FILET MORUE SE,MEDIASTEP159640061,https://media.auchan.fr/MEDIASTEP159640061_0x0/
P0200000000153R,204388,3498940012080,GOURMET MON ASSIETTE APERO200G,MEDIASTEP161911282,https://media.auchan.fr/MEDIASTEP161911282_0x0/
A0220001121000308277,308277,8711239059654,H1BQ 100G CREV JUMBO ROSE,MEDIASTEP124081778,https://media.auchan.fr/MEDIASTEP124081778_0x0/
A0220190418000497529,497529,3324498001187,REG BIO LES COMTES DE PROVENCEPECHES AU SIROP 380G,MEDIASTEP71216621,https://media.auchan.fr/MEDIASTEP71216621_0x0/
A0219970721000013434,13434,3052420004004,REG BALTIC HARENG CREM SSPEAU400G,MEDIASTEP58340270,https://media.auchan.fr/MEDIASTEP58340270_0x0/
A0219900206000057788,57788,3138670640022,D ARTIGNY FRAMBOISE 75CL,MEDIASTEP155135337,https://media.auchan.fr/MEDIASTEP155135337_0x0/
A0220110701000376705,376705,3083681012354,BONDUELLE CHX FLEUR VAPEUR 1KG,MEDIASTEP110225166,https://media.auchan.fr/MEDIASTEP110225166_0x0/
A0220140829000501008,501008,3600541599062,GARNIER ULTRA DOUX SHAMPOOINGAVOCAT KARITE 250ML,MEDIASTEP110225617,https://media.auchan.fr/MEDIASTEP110225617_0x0/
A0219861107000020407,20407,3279231411009,REG BROUSSE FERMIERE PORTION 400G,MEDIASTEP88898457,https://media.auchan.fr/MEDIASTEP88898457_0x0/
P020000000006B8,263686,3039050339515,SOCOPA BROC PC EXTRA PROV 340G,MEDIASTEP60064783,https://media.auchan.fr/MEDIASTEP60064783_0x0/
A0220190528000870020,870020,3245678131848,AUC LIQUIDE VAISSELLE SUPERDEGRAISSANT 500 ML,MEDIASTEP77170064,https://media.auchan.fr/MEDIASTEP77170064_0x0/
P020000000017HC,306669,3303293102657,SAINT EMILION GC CUV TRADITIONCH HAUT LAVIGNERE 2019 75CL,MEDIASTEP162486799,https://media.auchan.fr/MEDIASTEP162486799_0x0/
A0220181001000789222,789222,3425470110139,BIOL CHARLES ANTONA TERRINEDE VEAU CORSE AUX OLIVES 140G,MEDIASTEP107679006,https://media.auchan.fr/MEDIASTEP107679006_0x0/
A0220150918000154359,154359,8718951019362,SOUPLINE ASSOUPLISSANT DOSESHYPOALLERGEN 27 LAV 3 X200ML,MEDIASTEP161493966,https://media.auchan.fr/MEDIASTEP161493966_0x0/
A0219980528000522184,522184,3505130000502,ROBERT HUILE OLIVE TOUR MAGNEDOUCE 1L,MEDIASTEP77848075,https://media.auchan.fr/MEDIASTEP77848075_0x0/
A0220170228000405489,405489,3502110009371,"PEPSI MAX PET 4X1,5L",MEDIASTEP135700213,https://media.auchan.fr/MEDIASTEP135700213_0x0/
P02000000000XXC,967653,8006540059463,ARIEL PODS 31D FRESH PINK 781G,MEDIASTEP135828032,https://media.auchan.fr/MEDIASTEP135828032_0x0/
A0220180920000072150,72150,3245678172841,AUC CAFE DOSETTES DECAFEINEX36 250G,MEDIASTEP66473529,https://media.auchan.fr/MEDIASTEP66473529_0x0/
A0220120106000462580,462580,3449120070017,FULGATOR SPECIAL PARASITES400ML,MEDIASTEP132181739,https://media.auchan.fr/MEDIASTEP132181739_0x0/
P02000000000XC3,954562,3596710490479,AUCHAN CHIEN PATEE BOEUF CAROTTES BTE 1200G,MEDIASTEP137505035,https://media.auchan.fr/MEDIASTEP137505035_0x0/
P020000000002B2,864995,3412290070101,MME LOIK FOUETTE NATURE 180G,MEDIASTEP132853812,https://media.auchan.fr/MEDIASTEP132853812_0x0/
A0220120828000546286,546286,3228022120057,PRESIDENT LE BLEU 145G,MEDIASTEP148316617,https://media.auchan.fr/MEDIASTEP148316617_0x0/
A0220110120000240986,240986,3175681091795,BIO CEREAL TOFU SOYEUX 400G,MEDIASTEP142953037,https://media.auchan.fr/MEDIASTEP142953037_0x0/
P02000000000VR9,944884,3600542374118,ULTRA DOUX SHAMP SOLIDECAMOMILLE,MEDIASTEP156247700,https://media.auchan.fr/MEDIASTEP156247700_0x0/
A0220180430000647495,647495,3600550964707,NARTA HOMME DEO ATO FRAICHEURCLASSIQUE 200 ML,MEDIASTEP154539523,https://media.auchan.fr/MEDIASTEP154539523_0x0/
A0220190802000644223,644223,3083681116939,BONDUELLE POELEE PAYSANNE 750G,MEDIASTEP110225193,https://media.auchan.fr/MEDIASTEP110225193_0x0/
A0220210202000010529,10529,3273230153571,E-COM PC FILET MIGNON X1 500G,MEDIASTEP146997026,https://media.auchan.fr/MEDIASTEP146997026_0x0/
A0220000622000801032,801032,3596710019007;3596710385300,AUC EMMENTAL RAPE 350G,MEDIASTEP72224512,https://media.auchan.fr/MEDIASTEP72224512_0x0/
A0220101027000489016,489016,3596710360116,AUCHAN BIO MINI CAKES PEPITESFRUITS X5 175G,MEDIASTEP61590174,https://media.auchan.fr/MEDIASTEP61590174_0x0/
A0220190318000158719,158719,3527904430353,LA BELLE TRUFFE CHUTNEY OIGNONTRUFFE ETE 110G,MEDIASTEP133715451,https://media.auchan.fr/MEDIASTEP133715451_0x0/
A0220150115000802746,802746,3033491012006,DANETTE POP SAVEUR VANILLE X4,MEDIASTEP136535686,https://media.auchan.fr/MEDIASTEP136535686_0x0/
A0220150206000695525,695525,3019081235611,PETIT NAVIRE THON MARINETOMATES SECHEES 110G,MEDIASTEP71332588,https://media.auchan.fr/MEDIASTEP71332588_0x0/
A0219930524000063797,63797,3182550011587,BREKKIES CHIEN MULTICROC BOEUF4KG,MEDIASTEP75108048,https://media.auchan.fr/MEDIASTEP75108048_0x0/
A0220191008000302523,302523,8710555036073,"FRICANDELLE VOLAILLE X20 1,4KG",MEDIASTEP78073022,https://media.auchan.fr/MEDIASTEP78073022_0x0/
A0220140224000873449,873449,3346027789984,OURAGAN ENTRETIEN CANALISATIONCHARBON ACTIF 700ML,MEDIASTEP136139684,https://media.auchan.fr/MEDIASTEP136139684_0x0/
A0220120411000085896,85896,3396670304041,PYREL PIEGE ANTI CAFARD ETBLATTE X5,MEDIASTEP137554009,https://media.auchan.fr/MEDIASTEP137554009_0x0/
A0220161223000797373,797373,3600523409273,L'OREAL NU 101 SUPERLINER LEKHOL,MEDIASTEP80202834,https://media.auchan.fr/MEDIASTEP80202834_0x0/
A0219990219000368840,368840,3010470182202,FRISKIES ADULTE BALANCE POULETCEREALES ET LEGUMES 10KG,MEDIASTEP132171365,https://media.auchan.fr/MEDIASTEP132171365_0x0/
A0220190517000902280,902280,3760009533035,BIO ROUTIN TRIPACK AMBREE7D 3X33CL,MEDIASTEP81102871,https://media.auchan.fr/MEDIASTEP81102871_0x0/
A0220150612000790639,790639,3596710423804,AUCHAN SAUCE SRIRACHA 180 ML,MEDIASTEP57469042,https://media.auchan.fr/MEDIASTEP57469042_0x0/
P020000000012JK,156419,3178041343480,LE CHAT DUO-BULLES 64 CAPS (32+32) SOUFLE DE FRAICHEUR1.472K,MEDIASTEP139676748,https://media.auchan.fr/MEDIASTEP139676748_0x0/
A0220110111000471888,471888,3014230022401,BRUT DEODORANT ATO MUSK 200ML,MEDIASTEP135867508,https://media.auchan.fr/MEDIASTEP135867508_0x0/
A0220181212000085033,85033,3245678169186,AUC BIOD CAFE MOULU ARABICA100% 250G,MEDIASTEP68124982,https://media.auchan.fr/MEDIASTEP68124982_0x0/
A0220130204000010432,10432,3596710385218,AUCHAN 100% COEUR FRISEE 200G,MEDIASTEP114186081,https://media.auchan.fr/MEDIASTEP114186081_0x0/
A0220110629000453787,453787,4062300163843,HIPP BIO LEGUMES DU POTAGERDINDE ROMARIN ASSIETT 230G 12M,MEDIASTEP162039734,https://media.auchan.fr/MEDIASTEP162039734_0x0/
A0220070301000783927,783927,8715035360303,KIKKOMAN SAUCE YAKITORI250ML,MEDIASTEP141413122,https://media.auchan.fr/MEDIASTEP141413122_0x0/
A0220140317000667196,667196,3175681136397,GERBLE SS AJOUTES CONFITUREFRAMBOISE 320G,MEDIASTEP139041535,https://media.auchan.fr/MEDIASTEP139041535_0x0/
A0220100622000027974,27974,3273230068660,BIGARD HACHE AMERICAIN 350G,MEDIASTEP90478664,https://media.auchan.fr/MEDIASTEP90478664_0x0/
A0220140430000903075,903075,3280110770001,IGP COMTE TOLOSAN TERREOROSE 75CL,MEDIASTEP130100493,https://media.auchan.fr/MEDIASTEP130100493_0x0/
A0220120312000033876,33876,3608580001447,ANDROS JUS CLEMENTINE 1L+15%,MEDIASTEP132761118,https://media.auchan.fr/MEDIASTEP132761118_0x0/
A0220190409000485039,485039,3229820797724,GAYELORD HAUSER SUBSTITUT DESEL SANS SEL AJOUTE 125G,MEDIASTEP71523827,https://media.auchan.fr/MEDIASTEP71523827_0x0/
A0220081124000031532,31532,3254560315327;3579600010193,BQ 300G FT CABILLAUD SA,MEDIASTEP66806473,https://media.auchan.fr/MEDIASTEP66806473_0x0/
P020000000015QI,100557,3372467076384,MAISON MALATRE GASPACHO 480G,MEDIASTEP138875674,https://media.auchan.fr/MEDIASTEP138875674_0x0/
P02000000000CZN,320758,3245678132463,AUC EPONGE VITROCERAMIQUE X2,MEDIASTEP77170075,https://media.auchan.fr/MEDIASTEP77170075_0x0/
A0220180305000500708,500708,3041091289735,BIO BLEDINA LEGUMES DU SOLEILBOEUF 2X200G DES 6 MOIS,MEDIASTEP135816674,https://media.auchan.fr/MEDIASTEP135816674_0x0/
A0220171130000874265,874265,8410076473899,OLD EL PASO KIT BARQUITASFAJITA ORIGINAL BBQ 367G,MEDIASTEP133700460,https://media.auchan.fr/MEDIASTEP133700460_0x0/
A0220160316000029740,29740,3596710437665,MMM MOUSSE FOIE ANCIENNE 160G,MEDIASTEP84636990,https://media.auchan.fr/MEDIASTEP84636990_0x0/
A0220181023000219541,219541,3517360017755,SO BIO ETIC SHAMPOOING BEBE250ML,MEDIASTEP157592099,https://media.auchan.fr/MEDIASTEP157592099_0x0/
P02000000000GJ0,347376,3426327634457,REG BIOL PTIT VERS FR ROUGE X2,MEDIASTEP160315747,https://media.auchan.fr/MEDIASTEP160315747_0x0/
A0220130703000120935,120935,5000299607046,TORMORE WHISKY 14ANS 43D 70CL,MEDIASTEP165629449,https://media.auchan.fr/MEDIASTEP165629449_0x0/
A0220110314000064092,64092,3254569503091,PIERRE CHANAU IGP OC CINSAULTROSE 12D 25CL,MEDIASTEP59141576,https://media.auchan.fr/MEDIASTEP59141576_0x0/
A0220150209000434018,434018,3514120210128,BIO VDF AUTREMENT ROUGE 3L,MEDIASTEP57721813,https://media.auchan.fr/MEDIASTEP57721813_0x0/
A0220060124000479512,479512,3331300006070,NAIR CIRE DIVINE MONOI INTENSE400G,MEDIASTEP85980582,https://media.auchan.fr/MEDIASTEP85980582_0x0/
A0220121219000366302,366302,3181232220163,BIOL CHARAL ST HACHE 12%X2HB,MEDIASTEP84716468,https://media.auchan.fr/MEDIASTEP84716468_0x0/
A0220090929000365285,365285,3228886030011,LIPTON ICE TEA PECHE BTE 33CL,MEDIASTEP135699786,https://media.auchan.fr/MEDIASTEP135699786_0x0/
P020000000015V7,222540,3700870014684,MAISON LESCURE BEURRE DS 8X15G,MEDIASTEP138406983,https://media.auchan.fr/MEDIASTEP138406983_0x0/
P02000000000P6A,926968,3662232004644,GANG OF NATURE GEL HYDROALCOOLIQUE 50 ML,MEDIASTEP87308559,https://media.auchan.fr/MEDIASTEP87308559_0x0/
A0220170328000991299,991299,3059940006976,DESTOP NETTOYANT COMPLET LAVELINGE 500ML,MEDIASTEP85465954,https://media.auchan.fr/MEDIASTEP85465954_0x0/
A0220120620000543143,543143,3596710365302,AUCHAN SSE VOLAIL TSR X10 350G,MEDIASTEP58695307,https://media.auchan.fr/MEDIASTEP58695307_0x0/
